Customer ID,Customer Name,Last_Order_Date,Frequency,Monetary,Recency,R,F,M,RFM_Score,Segment
RW-19690,Robert Waldorf,2017-05-30,5,3495.65,579,2,2,3,223,Others
SA-20830,Sue Ann Reed,2015-10-29,10,4767.34,1158,1,4,4,144,Others
SB-20170,Sarah Bern,2018-06-12,3,1348.02,201,4,1,2,412,Others
SB-20185,Sarah Brown,2016-09-25,6,6411.0,826,2,3,4,234,Others
SB-20290,Sean Braxton,2015-09-19,7,8057.89,1198,1,3,4,134,Others
SC-20020,Sam Craven,2015-06-20,5,3362.96,1289,1,2,3,123,Others
SC-20050,Sample Company A,2016-05-31,9,4624.57,943,2,4,4,244,Others
SC-20095,Sanjit Chand,2017-07-25,9,14142.33,523,3,4,4,344,Champions
SC-20230,Scot Coram,2017-08-21,4,4371.96,496,3,1,4,314,Others
SC-20260,Scott Cohen,2016-08-31,8,3729.79,851,2,4,4,244,Others
SC-20305,Sean Christensen,2018-08-28,6,3650.47,124,4,3,3,433,Others
SC-20380,Shahid Collister,2018-11-30,9,5992.54,30,4,4,4,444,Champions
SC-20440,Shaun Chance,2018-10-26,7,1875.0,65,4,3,2,432,Others
SC-20575,Sonia Cooley,2018-09-29,4,799.8,92,4,1,1,411,Others
SC-20680,Steve Carroll,2017-07-28,6,1254.64,520,3,3,2,332,Others
SC-20695,Steve Chapman,2016-07-31,10,2576.41,882,2,4,3,243,Others
SC-20725,Steven Cartwright,2017-01-30,11,5226.21,699,2,4,4,244,Others
SC-20770,Stewart Carmichael,2016-06-20,7,4492.66,923,2,3,4,234,Others
SC-20800,Stuart Calhoun,2018-11-30,4,279.26,30,4,1,1,411,Others
SC-20845,Sung Chung,2017-11-11,1,14.11,414,3,1,1,311,Potential
SD-20485,Shirley Daniels,2016-08-31,9,6121.11,851,2,4,4,244,Others
SE-20110,Sanjit Engle,2018-08-27,11,12209.44,125,4,4,4,444,Champions
SF-20065,Sandra Flanagan,2016-11-25,7,763.55,765,2,3,1,231,Others
SF-20200,Sarah Foster,2018-08-27,9,3422.79,125,4,4,3,443,Champions
SF-20965,Sylvia Foulston,2017-10-31,9,3336.54,425,3,4,3,343,Others
SG-20080,Sandra Glassco,2016-10-31,3,3406.58,790,2,1,3,213,Others
SG-20470,Sheri Gordon,2018-06-30,8,1884.8,183,4,4,2,442,Loyal
SG-20605,Speros Goranitis,2018-04-25,5,3118.89,249,3,2,3,323,Others
SG-20890,Susan Gilcrest,2015-03-30,3,47.95,1371,1,1,1,111,Others
SH-19975,Sally Hughsby,2018-10-27,12,2465.66,64,4,4,3,443,Champions
SH-20395,Shahid Hopkins,2017-12-15,10,2180.72,380,3,4,2,342,Loyal
SH-20635,Stefanie Holloman,2016-11-26,2,2096.39,764,2,1,2,212,At Risk
SJ-20125,Sanjit Jacobs,2018-09-26,12,3949.66,95,4,4,4,444,Champions
SJ-20215,Sarah Jordon,2017-09-30,6,1341.04,456,3,3,2,332,Others
SJ-20500,Shirley Jackson,2015-08-31,5,1318.78,1217,1,2,2,122,Others
SK-19990,Sally Knutson,2017-11-28,3,883.41,397,3,1,1,311,Potential
SL-20155,Sara Luxemburg,2016-03-29,6,3046.53,1006,1,3,3,133,Others
SM-20005,Sally Matthias,2015-11-23,4,244.49,1133,1,1,1,111,Others
SM-20320,Sean Miller,2016-12-25,5,25043.05,735,2,2,4,224,Others
SM-20905,Susan MacKendrick,2017-05-03,1,1043.04,606,2,1,1,211,At Risk
SM-20950,Suzanne McNair,2018-05-30,11,4464.86,214,4,4,4,444,Champions
SN-20560,Skye Norling,2017-06-26,6,1860.42,552,2,3,2,232,Others
SN-20710,Steve Nguyen,2016-12-27,7,3127.96,733,2,3,3,233,Others
SO-20335,Sean O'Donnell,2018-04-23,6,2602.58,251,3,3,3,333,Others
SP-20545,Sibella Parks,2017-03-26,6,1306.09,644,2,3,2,232,Others
SP-20620,Stefania Perrino,2015-12-30,9,5440.32,1096,1,4,4,144,Others
SP-20650,Stephanie Phelps,2016-05-31,9,1872.44,943,2,4,2,242,Others
SP-20860,Sung Pak,2015-12-28,10,4282.94,1098,1,4,4,144,Others
SP-20920,Susan Pistek,2017-10-30,6,3990.69,426,3,3,4,334,Others
SR-20425,Sharelle Roach,2018-12-22,5,3233.48,8,4,2,3,423,Others
SR-20740,Steven Roelle,2017-10-23,8,4345.89,433,3,4,4,344,Champions
SS-20140,Saphhira Shifley,2018-04-30,8,1324.03,244,4,4,2,442,Loyal
SS-20410,Shahid Shariari,2015-05-30,6,3056.81,1310,1,3,3,133,Others
SS-20515,Shirley Schmidt,2017-08-26,3,613.4,491,3,1,1,311,Potential
SS-20590,Sonia Sunley,2017-10-24,6,418.49,432,3,3,1,331,Others
SS-20875,Sung Shariari,2017-08-27,5,964.64,490,3,2,1,321,Potential
ST-20530,Shui Tom,2015-12-29,7,433.34,1097,1,3,1,131,Others
SU-20665,Stephanie Ulpright,2017-08-21,7,2595.36,496,3,3,3,333,Others
SV-20365,Seth Vernon,2016-01-27,10,11470.95,1068,1,4,4,144,Others
SV-20785,Stewart Visinsky,2017-05-26,9,4105.31,583,2,4,4,244,Others
SV-20815,Stuart Van,2017-08-26,4,1271.09,491,3,1,2,312,Potential
SV-20935,Susan Vittorini,2018-12-28,8,1903.49,2,4,4,2,442,Loyal
SW-20245,Scot Wooten,2018-02-25,7,1085.08,308,3,3,2,332,Others
SW-20275,Scott Williamson,2018-11-30,6,1966.65,30,4,3,2,432,Others
SW-20350,Sean Wendt,2018-07-21,3,1019.04,162,4,1,1,411,Others
SW-20455,Shaun Weien,2017-09-27,6,2835.56,459,3,3,3,333,Others
SW-20755,Steven Ward,2017-07-14,2,758.7,534,2,1,1,211,At Risk
SZ-20035,Sam Zeldin,2018-01-30,11,3625.33,334,3,4,3,343,Others
TA-21385,Tom Ashbrook,2018-10-22,4,14595.62,69,4,1,4,414,Loyal
TB-21055,Ted Butterfield,2017-08-27,4,1451.36,490,3,1,2,312,Potential
TB-21175,Thomas Boland,2017-04-12,4,3589.3,627,2,2,3,223,Others
TB-21190,Thomas Brumley,2015-12-27,4,816.17,1099,1,2,1,121,Others
TB-21250,Tim Brockman,2017-01-30,7,1602.38,699,2,3,2,232,Others
TB-21280,Toby Braunhardt,2017-05-26,6,2198.45,583,2,3,2,232,Others
TB-21355,Todd Boyes,2017-08-27,5,834.33,490,3,2,1,321,Potential
TB-21400,Tom Boeckenhauer,2018-03-30,6,9108.74,275,3,3,4,334,Others
TB-21520,Tracy Blumstein,2015-12-26,9,4737.49,1100,1,4,4,144,Others
TB-21595,Troy Blackwell,2017-12-29,4,1240.87,366,3,2,2,322,Potential
TB-21625,Trudy Brown,2016-12-31,9,2797.67,729,2,4,3,243,Others
TC-20980,Tamara Chand,2015-12-27,5,19052.22,1099,1,2,4,124,Others
TC-21145,Theresa Coyne,2018-09-15,1,1038.26,106,4,1,1,411,Others
TC-21295,Toby Carlisle,2015-12-20,8,4266.81,1106,1,4,4,144,Others
TC-21475,Tony Chapman,2018-07-30,9,1244.98,153,4,4,2,442,Loyal
TC-21535,Tracy Collins,2018-12-26,7,742.56,4,4,3,1,431,Others
TD-20995,Tamara Dahlen,2018-11-23,9,1434.55,37,4,4,2,442,Loyal
TG-21310,Toby Gnade,2018-01-27,5,3058.37,337,3,2,3,323,Others
TG-21640,Trudy Glocke,2015-03-31,4,2074.66,1370,1,2,2,122,Others
TH-21100,Thea Hendricks,2015-09-27,5,2422.82,1190,1,2,3,123,Others
TH-21115,Thea Hudgings,2015-09-23,4,2942.77,1194,1,2,3,123,Others
TH-21235,Tiffany House,2018-05-28,8,1022.2,216,4,4,1,441,Loyal
TH-21550,Tracy Hopkins,2018-06-26,7,4234.1,187,4,3,4,434,Champions
TM-21010,Tamara Manning,2016-05-31,7,2819.03,943,2,3,3,233,Others
TM-21490,Tony Molinari,2018-03-30,3,1094.68,275,3,1,2,312,Potential
TN-21040,Tanja Norvell,2017-05-28,7,3130.22,581,2,3,3,233,Others
TP-21130,Theone Pippenger,2017-08-31,9,4454.06,486,3,4,4,344,Champions
TP-21415,Tom Prescott,2016-11-28,5,5329.0,762,2,2,4,224,Others
TP-21565,Tracy Poddar,2018-01-14,4,1936.64,350,3,2,2,322,Potential
TR-21325,Toby Ritter,2018-06-20,5,675.94,193,4,2,1,421,Others
TS-21085,Thais Sissman,2016-07-19,2,4.83,894,2,1,1,211,At Risk
TS-21160,Theresa Swint,2017-06-25,6,2163.62,553,2,3,2,232,Others
TS-21205,Thomas Seio,2015-09-27,7,5371.09,1190,1,3,4,134,Others
TS-21340,Toby Swindell,2016-11-24,5,974.78,766,2,2,1,221,At Risk
TS-21370,Todd Sumrall,2015-10-28,6,11891.75,1159,1,3,4,134,Others
TS-21430,Tom Stivers,2015-07-30,5,2054.14,1249,1,2,2,122,Others
TS-21505,Tony Sayre,2017-09-25,6,2243.27,461,3,3,3,333,Others
TS-21610,Troy Staebel,2017-09-17,7,2820.42,469,3,3,3,333,Others
TS-21655,Trudy Schmidt,2017-12-25,5,3368.09,370,3,2,3,323,Others
TT-21070,Ted Trevino,2018-11-29,7,4915.6,31,4,3,4,434,Champions
TT-21220,Thomas Thornton,2016-10-30,8,1427.04,791,2,4,2,242,Others
TT-21265,Tim Taslimi,2017-11-19,3,439.5,406,3,1,1,311,Potential
TT-21460,Tonja Turnell,2018-11-26,7,5364.81,34,4,3,4,434,Champions
TW-21025,Tamara Willingham,2018-10-27,7,5278.83,64,4,3,4,434,Champions
TZ-21580,Tracy Zic,2018-11-25,4,1707.29,35,4,2,2,422,Others
VB-21745,Victoria Brennan,2017-10-28,6,2005.6,428,3,3,2,332,Others
VD-21670,Valerie Dominguez,2017-05-28,6,6442.25,581,2,3,4,234,Others
VF-21715,Vicky Freymann,2015-07-25,5,847.94,1254,1,2,1,121,Others
VG-21790,Vivek Gonzalez,2018-07-29,6,846.01,154,4,3,1,431,Others
VG-21805,Vivek Grady,2017-08-26,4,418.43,491,3,2,1,321,Potential
VM-21685,Valerie Mitchum,2018-07-16,7,2454.87,167,4,3,3,433,Others
VM-21835,Vivian Mathis,2015-03-22,5,380.69,1379,1,2,1,121,Others
VP-21730,Victor Preis,2018-11-30,3,993.9,30,4,1,1,411,Others
VP-21760,Victoria Pisteka,2016-05-29,7,3360.53,945,2,3,3,233,Others
VS-21820,Vivek Sundaresam,2016-05-24,4,1055.98,950,2,2,1,221,At Risk
VT-21700,Valerie Takahito,2015-06-06,2,1736.6,1303,1,1,2,112,Others
VW-21775,Victoria Wilson,2017-10-24,10,6134.04,432,3,4,4,344,Champions
WB-21850,William Brown,2016-11-30,10,6129.71,760,2,4,4,244,Others
XP-21865,Xylona Preis,2015-09-28,11,2374.66,1189,1,4,3,143,Others
YC-21895,Yoseph Carroll,2018-12-26,5,5454.35,4,4,2,4,424,Loyal
YS-21880,Yana Sorensen,2016-07-25,8,6720.44,888,2,4,4,244,Others
ZC-21910,Zuschuss Carroll,2015-12-29,13,8025.71,1097,1,4,4,144,Others
ZD-21925,Zuschuss Donatelli,2015-08-27,5,1493.94,1221,1,2,2,122,Others
